'key','source','local_id','last_updated', 'type', 'url', 'name', 'acronym', 'grid', 'isni', 'doi', 'wikipedia'
'reserchgraph.org/grid/grid.1027.4,grid.ac','cgrid.1027.4',2018-07-07,'Swinburne University of Technology','http://www.swinburne.edu.au/','Swinburne University of Technology',,'cgrid.1027.4','ISNI','0000 0004 0409 2862',,'http://en.wikipedia.org/wiki/Swinburne_University_of_Technology',
